"id","Gender","Event","Location","Year","Medal","Name","Nationality","Result"
"338","M","200M Men","Helsinki","1952","S","Thane BAKER","USA","20.8"
"339","M","200M Men","Helsinki","1952","B","James GATHERS","USA","20.8"
"340","M","200M Men","Berlin","1936","G","Jesse OWENS","USA","20.7"
"341","M","200M Men","Berlin","1936","S","Matthew Mackenzie ROBINSON","USA","21.1"
"342","M","200M Men","Berlin","1936","B","Martinus OSENDARP","NED","21.3"
"343","M","200M Men","Amsterdam","1928","G","Percy WILLIAMS","CAN","21.8"
"344","M","200M Men","Amsterdam","1928","S","Walter RANGELEY","GBR","21.9"
"345","M","200M Men","Amsterdam","1928","B","Helmut KÃRNIG","GER","21.9"
"346","M","200M Men","Antwerp","1920","G","Allen WOODRING","USA","22"
"347","M","200M Men","Antwerp","1920","S","Charles PADDOCK","USA","22.1"
"348","M","200M Men","Antwerp","1920","B","Harry EDWARD","GBR","22.2"
"349","M","200M Men","London","1908","G","Robert KERR","CAN","22.6"
"350","M","200M Men","London","1908","S","Robert CLOUGHEN","USA","None"
"351","M","200M Men","London","1908","B","Nate CARTMELL","USA","None"
"352","M","200M Men","Paris","1900","G","Walter TEWKSBURY","USA","22.2"
"353","M","200M Men","Paris","1900","S","Norman PRITCHARD","IND","22.8"
"354","M","200M Men","Paris","1900","B","Stanley ROWLEY","AUS","22.9"
"355","M","200M Men","London","2012","G","Usain BOLT","JAM","19.32"
"356","M","200M Men","London","2012","S","Yohan BLAKE","JAM","19.44"
"357","M","200M Men","London","2012","B","Warren WEIR","JAM","19.84"
"358","M","200M Men","Athens","2004","G","Shawn CRAWFORD","USA","19.79"
"359","M","200M Men","Athens","2004","S","Bernard WILLIAMS III","USA","20.01"
"360","M","200M Men","Athens","2004","B","Justin GATLIN","USA","20.03"
"361","M","200M Men","Atlanta","1996","G","Michael JOHNSON","USA","19.32"
"362","M","200M Men","Atlanta","1996","S","Frank FREDERICKS","NAM","19.68"
"363","M","200M Men","Atlanta","1996","B","Ato BOLDON","TTO","19.8"
"364","M","200M Men","Moscow","1980","G","Pietro MENNEA","ITA","20.19"
"365","M","200M Men","Moscow","1980","S","Allan WELLS","GBR","20.21"
"366","M","200M Men","Moscow","1980","B","Donald QUARRIE","JAM","20.29"
"367","M","200M Men","Munich","1972","G","Valery BORZOV","URS","20"
"368","M","200M Men","Munich","1972","S","Larry BLACK","USA","20.19"
"369","M","200M Men","Munich","1972","B","Pietro MENNEA","ITA","20.3"
"370","M","200M Men","Tokyo","1964","G","Henry CARR","USA","20.3"
"371","M","200M Men","Tokyo","1964","S","Paul DRAYTON","USA","20.5"
"372","M","200M Men","Tokyo","1964","B","Edwin ROBERTS","TTO","20.6"
"373","M","200M Men","Melbourne / Stockholm","1956","G","Bobby MORROW","USA","20.6"
"374","M","200M Men","Melbourne / Stockholm","1956","S","Andy STANFIELD","USA","20.7"
"375","M","200M Men","Melbourne / Stockholm","1956","B","Thane BAKER","USA","20.9"
"376","M","200M Men","London","1948","G","Mel PATTON","USA","21.1"
"377","M","200M Men","London","1948","S","Barney EWELL","USA","21.1"
"378","M","200M Men","London","1948","B","Lloyd LABEACH","PAN","21.2"
"379","M","200M Men","Los Angeles","1932","G","Eddie TOLAN","USA","21.2"
"380","M","200M Men","Los Angeles","1932","S","George SIMPSON","USA","21.4"
"381","M","200M Men","Los Angeles","1932","B","Ralph METCALFE","USA","21.5"
"382","M","200M Men","Paris","1924","G","Jackson SCHOLZ","USA","21.6"
"383","M","200M Men","Paris","1924","S","Charles PADDOCK","USA","21.7"
"384","M","200M Men","Paris","1924","B","Eric LIDDELL","GBR","21.9"
"385","M","200M Men","Stockholm","1912","G","Ralph CRAIG","USA","21.7"
"386","M","200M Men","Stockholm","1912","S","Donald LIPPINCOTT","USA","21.8"
"387","M","200M Men","Stockholm","1912","B","William APPLEGARTH","GBR","22"
"388","M","200M Men","St Louis","1904","G","Archie HAHN","USA","21.6"
"389","M","200M Men","St Louis","1904","S","Nate CARTMELL","USA","21.9"
"390","M","200M Men","St Louis","1904","B","William HOGENSON","USA","None"
"391","M","20Km Race Walk Men","Rio","2016","G","Zhen WANG","CHN","1:19:14"
"392","M","20Km Race Walk Men","Rio","2016","S","Zelin CAI","CHN","1:19:26"
"393","M","20Km Race Walk Men","Rio","2016","B","Dane BIRD-SMITH","AUS","1:19:37"
"394","M","20Km Race Walk Men","Beijing","2008","G","Valeriy BORCHIN","RUS","1h19:01"
"395","M","20Km Race Walk Men","Beijing","2008","S","Jefferson PEREZ","ECU","1h19:15"
"396","M","20Km Race Walk Men","Beijing","2008","B","Jared TALLENT","AUS","1h19:42"
"397","M","20Km Race Walk Men","Sydney","2000","G","Robert KORZENIOWSKI","POL","01h18:59"
"398","M","20Km Race Walk Men","Sydney","2000","S","Noe HERNANDEZ","MEX","01h19:03"
"399","M","20Km Race Walk Men","Sydney","2000","B","Vladimir ANDREYEV","RUS","01h19:27"
"400","M","20Km Race Walk Men","Barcelona","1992","G","Daniel PLAZA","ESP","1:21:45"
"401","M","20Km Race Walk Men","Barcelona","1992","S","Guillaume LEBLANC","CAN","1:22:25"
"402","M","20Km Race Walk Men","Barcelona","1992","B","Giovanni DE BENEDICTIS","ITA","1:23:11"
"403","M","20Km Race Walk Men","Los Angeles","1984","G","Ernesto CANTO","MEX","1:23:13"
"404","M","20Km Race Walk Men","Los Angeles","1984","S","RaÃºl GONZÃLEZ","MEX","1:23:20"
"405","M","20Km Race Walk Men","Los Angeles","1984","B","Maurizio DAMILANO","ITA","1:23:26"
"406","M","20Km Race Walk Men","Montreal","1976","G","Daniel BAUTISTA ROCHA","MEX","24:40.6"
"407","M","20Km Race Walk Men","Montreal","1976","S","Hans REIMANN","GDR","25:13.8"
"408","M","20Km Race Walk Men","Montreal","1976","B","Peter FRENKEL","GDR","25:29.4"
"409","M","20Km Race Walk Men","Mexico","1968","G","Vladimir GOLUBNICHY","URS","33:58.4"
"410","M","20Km Race Walk Men","Mexico","1968","S","JosÃ© PEDRAZA","MEX","34:00.0"
"411","M","20Km Race Walk Men","Mexico","1968","B","Nikolay SMAGA","URS","34:03.4"
"412","M","20Km Race Walk Men","Rome","1960","G","Vladimir GOLUBNICHY","URS","34:07.2"
"413","M","20Km Race Walk Men","Rome","1960","S","Noel FREEMAN","AUS","34:16.4"
"414","M","20Km Race Walk Men","Rome","1960","B","Stanley Frank VICKERS","GBR","34:56.4"
"415","M","20Km Race Walk Men","London","2012","G","Ding CHEN","CHN","1:18:46"
"416","M","20Km Race Walk Men","London","2012","S","Erick BARRONDO","GUA","1:18:57"
"417","M","20Km Race Walk Men","London","2012","B","Zhen WANG","CHN","1:19:25"
"418","M","20Km Race Walk Men","Athens","2004","G","Ivano BRUGNETTI","ITA","1h19:40"
"419","M","20Km Race Walk Men","Athens","2004","S","Francisco Javier FERNANDEZ","ESP","1h19:45"
"420","M","20Km Race Walk Men","Athens","2004","B","Nathan DEAKES","AUS","1h20:02"
"421","M","20Km Race Walk Men","Atlanta","1996","G","Jefferson PEREZ","ECU","1:20:07"
"422","M","20Km Race Walk Men","Atlanta","1996","S","Ilya MARKOV","RUS","1:20:16"
"423","M","20Km Race Walk Men","Atlanta","1996","B","Bernardo SEGURA","MEX","1:20:23"
"424","M","20Km Race Walk Men","Seoul","1988","G","Jozef PRIBILINEC","TCH","1:19:57"
"425","M","20Km Race Walk Men","Seoul","1988","S","Ronald WEIGEL","GDR","1:20:00"
"426","M","20Km Race Walk Men","Seoul","1988","B","Maurizio DAMILANO","ITA","1:20:14"
"427","M","20Km Race Walk Men","Moscow","1980","G","Maurizio DAMILANO","ITA","23:35.5"
"428","M","20Km Race Walk Men","Moscow","1980","S","Piotr POCHINCHUK","URS","24:45.4"
"429","M","20Km Race Walk Men","Moscow","1980","B","Roland WIESER","GDR","25:58.2"
"430","M","20Km Race Walk Men","Munich","1972","G","Peter FRENKEL","GDR","26:42.4"
"431","M","20Km Race Walk Men","Munich","1972","S","Vladimir GOLUBNICHY","URS","26:55.2"
"432","M","20Km Race Walk Men","Munich","1972","B","Hans REIMANN","GDR","27:16.6"
"433","M","20Km Race Walk Men","Tokyo","1964","G","Kenneth Joseph MATTHEWS","GBR","29:34.0"
"434","M","20Km Race Walk Men","Tokyo","1964","S","Dieter LINDNER","EUA","31:13.2"
"435","M","20Km Race Walk Men","Tokyo","1964","B","Vladimir GOLUBNICHY","URS","31:59.4"
"436","M","20Km Race Walk Men","Melbourne / Stockholm","1956","G","Leonid SPIRIN","URS","31:27.4"
"437","M","20Km Race Walk Men","Melbourne / Stockholm","1956","S","Antanas MIKENAS","URS","32:03.0"
"438","M","20Km Race Walk Men","Melbourne / Stockholm","1956","B","Bruno JUNK","URS","32:12.0"
"439","M","3000M Steeplechase Men","Rio","2016","G","Conseslus KIPRUTO","KEN","08:03.3"
"440","M","3000M Steeplechase Men","Rio","2016","S","Evan JAGER","USA","08:04.3"
"441","M","3000M Steeplechase Men","Rio","2016","B","Mahiedine MEKHISSI","FRA","08:11.5"
"442","M","3000M Steeplechase Men","Beijing","2008","G","Brimin Kiprop KIPRUTO","KEN","08:10.3"
"443","M","3000M Steeplechase Men","Beijing","2008","S","Mahiedine MEKHISSI-BENABBAD","FRA","08:10.5"
"444","M","3000M Steeplechase Men","Beijing","2008","B","Richard Kipkemboi MATEELONG","KEN","08:11.0"
"445","M","3000M Steeplechase Men","Sydney","2000","G","Reuben KOSGEI","KEN","08:21.4"
"446","M","3000M Steeplechase Men","Sydney","2000","S","Wilson Boit KIPKETER","KEN","08:21.8"
"447","M","3000M Steeplechase Men","Sydney","2000","B","Ali EZZINE","MAR","08:22.2"
"448","M","3000M Steeplechase Men","Barcelona","1992","G","Matthew BIRIR","KEN","08:08.8"
"449","M","3000M Steeplechase Men","Barcelona","1992","S","Patrick SANG","KEN","08:09.6"
"450","M","3000M Steeplechase Men","Barcelona","1992","B","William MUTWOL","KEN","08:10.7"
"451","M","3000M Steeplechase Men","Los Angeles","1984","G","Julius KORIR","KEN","08:11.8"
"452","M","3000M Steeplechase Men","Los Angeles","1984","S","Joseph MAHMOUD","FRA","08:13.3"
"453","M","3000M Steeplechase Men","Los Angeles","1984","B","Brian Lee DIEMER","USA","08:14.1"
"454","M","3000M Steeplechase Men","Montreal","1976","G","Anders GARDERUD","SWE","08:08.0"
"455","M","3000M Steeplechase Men","Montreal","1976","S","Bronislaw MALINOWSKI","POL","08:09.1"
"456","M","3000M Steeplechase Men","Montreal","1976","B","Frank BAUMGARTL","GDR","08:10.4"
"457","M","3000M Steeplechase Men","Mexico","1968","G","Amos BIWOTT","KEN","08:51.0"
"458","M","3000M Steeplechase Men","Mexico","1968","S","Benjamin KOGO","KEN","08:51.6"
"459","M","3000M Steeplechase Men","Mexico","1968","B","George YOUNG","USA","08:51.8"
"460","M","3000M Steeplechase Men","Rome","1960","G","Zdzislaw KRZYSZKOWIAK","POL","08:34.2"
"461","M","3000M Steeplechase Men","Rome","1960","S","Nikolay SOKOLOV","URS","08:36.4"
"462","M","3000M Steeplechase Men","Rome","1960","B","Semyon RZISHCHIN","URS","08:42.2"
"463","M","3000M Steeplechase Men","Helsinki","1952","G","Horace ASHENFELTER","USA","08:45.4"
"464","M","3000M Steeplechase Men","Helsinki","1952","S","Vladimir KAZANTSEV","URS","08:51.6"
"465","M","3000M Steeplechase Men","Helsinki","1952","B","John DISLEY","GBR","08:51.8"
"466","M","3000M Steeplechase Men","Berlin","1936","G","Volmari ISO-HOLLO","FIN","09:03.8"
"467","M","3000M Steeplechase Men","Berlin","1936","S","Kaarlo Jalmari TUOMINEN","FIN","09:06.8"
"468","M","3000M Steeplechase Men","Berlin","1936","B","Alfred DOMPERT","GER","09:07.2"
"469","M","3000M Steeplechase Men","Amsterdam","1928","G","Toivo LOUKOLA","FIN","09:21.8"
"470","M","3000M Steeplechase Men","Amsterdam","1928","S","Paavo NURMI","FIN","09:31.2"
"471","M","3000M Steeplechase Men","Amsterdam","1928","B","Ove ANDERSEN","FIN","09:35.6"
"472","M","3000M Steeplechase Men","Antwerp","1920","G","Percy HODGE","GBR","10:00.4"
"473","M","3000M Steeplechase Men","Antwerp","1920","S","Patrick FLYNN","USA","None"
"474","M","3000M Steeplechase Men","Antwerp","1920","B","Ernesto AMBROSINI","ITA","None"
"475","M","3000M Steeplechase Men","Paris","1900","G","George ORTON","CAN","07:34.4"
"476","M","3000M Steeplechase Men","Paris","1900","S","Sidney ROBINSON","GBR","07:38.0"
"477","M","3000M Steeplechase Men","Paris","1900","B","Jean CHASTANIE","FRA","None"
"478","M","3000M Steeplechase Men","London","2012","G","Ezekiel KEMBOI","KEN","08:18.6"
"479","M","3000M Steeplechase Men","London","2012","S","Mahiedine MEKHISSI-BENABBAD","FRA","08:19.1"
"480","M","3000M Steeplechase Men","London","2012","B","Abel Kiprop MUTAI","KEN","08:19.7"
"481","M","3000M Steeplechase Men","Athens","2004","G","Ezekiel KEMBOI","KEN","08:05.8"
"482","M","3000M Steeplechase Men","Athens","2004","S","Brimin Kiprop KIPRUTO","KEN","08:06.1"
"483","M","3000M Steeplechase Men","Athens","2004","B","Paul Kipsiele KOECH","KEN","08:06.6"
"484","M","3000M Steeplechase Men","Atlanta","1996","G","Joseph KETER","KEN","08:07.1"
"485","M","3000M Steeplechase Men","Atlanta","1996","S","Moses KIPTANUI","KEN","08:08.3"
"486","M","3000M Steeplechase Men","Atlanta","1996","B","Alessandro LAMBRUSCHINI","ITA","08:11.3"
"487","M","3000M Steeplechase Men","Moscow","1980","G","Bronislaw MALINOWSKI","POL","08:09.7"
"488","M","3000M Steeplechase Men","Moscow","1980","S","Filbert BAYI","TAN","08:12.5"
"489","M","3000M Steeplechase Men","Moscow","1980","B","Eshetu TURA","ETH","08:13.6"
"490","M","3000M Steeplechase Men","Munich","1972","G","Kip KEINO","KEN","08:23.6"
"491","M","3000M Steeplechase Men","Munich","1972","S","Ben JIPCHO","KEN","08:24.6"
"492","M","3000M Steeplechase Men","Munich","1972","B","Tapio KANTANEN","FIN","08:24.7"
"493","M","3000M Steeplechase Men","Tokyo","1964","G","Gaston ROELANTS","BEL","08:30.8"
"494","M","3000M Steeplechase Men","Tokyo","1964","S","Maurice HERRIOTT","GBR","08:32.4"
"495","M","3000M Steeplechase Men","Tokyo","1964","B","Ivan BELYAEV","URS","08:33.8"
"496","M","3000M Steeplechase Men","Melbourne / Stockholm","1956","G","Christopher William BRASHER","GBR","08:41.2"
"497","M","3000M Steeplechase Men","Melbourne / Stockholm","1956","S","SÃÂ¡ndor ROZSNYÃ?I","HUN","08:43.6"
"498","M","3000M Steeplechase Men","Melbourne / Stockholm","1956","B","Ernst LARSEN","NOR","08:44.0"
"499","M","3000M Steeplechase Men","London","1948","G","Tore SJÃSTRAND","SWE","09:04.6"
"500","M","3000M Steeplechase Men","London","1948","S","Fritz Erik ELMSÃ?TER","SWE","09:08.2"
"501","M","3000M Steeplechase Men","London","1948","B","Gote Ernst HAGSTROM","SWE","09:11.8"
"502","M","3000M Steeplechase Men","Los Angeles","1932","G","Volmari ISO-HOLLO","FIN","10:33.4"
"503","M","3000M Steeplechase Men","Los Angeles","1932","S","Thomas EVENSON","GBR","10:46.0"
"504","M","3000M Steeplechase Men","Los Angeles","1932","B","Joseph MCCLUSKEY","USA","10:46.2"
"505","M","3000M Steeplechase Men","Paris","1924","G","Ville RITOLA","FIN","09:33.6"
"506","M","3000M Steeplechase Men","Paris","1924","S","Elias KATZ","FIN","09:44.0"
"507","M","3000M Steeplechase Men","Paris","1924","B","Paul BONTEMPS","FRA","09:45.2"
"508","M","3000M Steeplechase Men","St Louis","1904","G","James LIGHTBODY","USA","07:39.6"
"509","M","3000M Steeplechase Men","St Louis","1904","S","John DALY","GBR","07:40.6"
"510","M","3000M Steeplechase Men","St Louis","1904","B","Arthur NEWTON","USA","None"
"511","M","400M Hurdles Men","Rio","2016","G","Kerron CLEMENT","USA","47.73"
"512","M","400M Hurdles Men","Rio","2016","S","Boniface MUCHERU","KEN","47.78"
"513","M","400M Hurdles Men","Rio","2016","B","Yasmani COPELLO","TUR","47.92"
"514","M","400M Hurdles Men","Beijing","2008","G","Angelo TAYLOR","USA","47.25"
"515","M","400M Hurdles Men","Beijing","2008","S","Kerron CLEMENT","USA","47.98"
"516","M","400M Hurdles Men","Beijing","2008","B","Bershawn JACKSON","USA","48.06"
"517","M","400M Hurdles Men","Sydney","2000","G","Angelo TAYLOR","USA","47.5"
"518","M","400M Hurdles Men","Sydney","2000","S","Hadi Soua An AL SOMAILY","KSA","47.53"
"519","M","400M Hurdles Men","Sydney","2000","B","Llewellyn HERBERT","RSA","47.81"
"520","M","400M Hurdles Men","Barcelona","1992","G","Kevin YOUNG","USA","46.78"
"521","M","400M Hurdles Men","Barcelona","1992","S","Winthrop GRAHAM","JAM","47.66"
"522","M","400M Hurdles Men","Barcelona","1992","B","Kriss AKABUSI","GBR","47.82"
"523","M","400M Hurdles Men","Los Angeles","1984","G","Edwin MOSES","USA","47.75"
"524","M","400M Hurdles Men","Los Angeles","1984","S","Danny HARRIS","USA","48.13"
"525","M","400M Hurdles Men","Los Angeles","1984","B","Harald SCHMID","FRG","48.19"
"526","M","400M Hurdles Men","Montreal","1976","G","Edwin MOSES","USA","47.64"
"527","M","400M Hurdles Men","Montreal","1976","S","Michael Lyle SHINE","USA","48.69"
"528","M","400M Hurdles Men","Montreal","1976","B","Yevgeni GAVRILENKO","URS","49.45"
"529","M","400M Hurdles Men","Mexico","1968","G","David HEMERY","GBR","48.1"
"530","M","400M Hurdles Men","Mexico","1968","S","Gerhard HENNIGE","FRG","49"
"531","M","400M Hurdles Men","Mexico","1968","B","John SHERWOOD","GBR","49"
"532","M","400M Hurdles Men","Rome","1960","G","Glenn DAVIS","USA","49.3"
"533","M","400M Hurdles Men","Rome","1960","S","Clifton Emmett CUSHMAN","USA","49.6"
"534","M","400M Hurdles Men","Rome","1960","B","Richard HOWARD","USA","49.7"
"535","M","400M Hurdles Men","Helsinki","1952","G","Charles Hewes Jr. MOORE","USA","50.8"
"536","M","400M Hurdles Men","Helsinki","1952","S","Yury Nikolayevich LITUYEV","URS","51.3"
"537","M","400M Hurdles Men","Helsinki","1952","B","John Macfarlane HOLLAND","NZL","52.2"
"538","M","400M Hurdles Men","Berlin","1936","G","Glenn HARDIN","USA","52.4"
"539","M","400M Hurdles Men","Berlin","1936","S","John LOARING","CAN","52.7"
"540","M","400M Hurdles Men","Berlin","1936","B","Miguel WHITE","PHI","52.8"
"541","M","400M Hurdles Men","Amsterdam","1928","G","David George BURGHLEY","GBR","53.4"
"542","M","400M Hurdles Men","Amsterdam","1928","S","Frank CUHEL","USA","53.6"
"543","M","400M Hurdles Men","Amsterdam","1928","B","Morgan TAYLOR","USA","53.6"
"544","M","400M Hurdles Men","Antwerp","1920","G","Frank LOOMIS","USA","00:54.0"
"545","M","400M Hurdles Men","Antwerp","1920","S","John NORTON","USA","54.6"
"546","M","400M Hurdles Men","Antwerp","1920","B","August DESCH","USA","54.7"
"547","M","400M Hurdles Men","St Louis","1904","G","Harry HILLMAN","USA","53"
"548","M","400M Hurdles Men","St Louis","1904","S","Frank WALLER","USA","53.2"
"549","M","400M Hurdles Men","St Louis","1904","B","George POAGE","USA","None"
"550","M","400M Hurdles Men","London","2012","G","Felix SANCHEZ","DOM","47.63"
"551","M","400M Hurdles Men","London","2012","S","Michael TINSLEY","USA","47.91"
"552","M","400M Hurdles Men","London","2012","B","Javier CULSON","PUR","48.1"
"553","M","400M Hurdles Men","Athens","2004","G","Felix SANCHEZ","DOM","47.63"
"554","M","400M Hurdles Men","Athens","2004","S","Danny MCFARLANE","JAM","48.11"
"555","M","400M Hurdles Men","Athens","2004","B","Naman KEITA","FRA","48.26"
"556","M","400M Hurdles Men","Atlanta","1996","G","Derrick ADKINS","USA","47.54"
"557","M","400M Hurdles Men","Atlanta","1996","S","Samuel MATETE","ZAM","47.78"
"558","M","400M Hurdles Men","Atlanta","1996","B","Calvin DAVIS","USA","47.96"
"559","M","400M Hurdles Men","Moscow","1980","G","Volker BECK","GDR","48.7"
"560","M","400M Hurdles Men","Moscow","1980","S","Vasili ARKHIPENKO","URS","48.86"
"561","M","400M Hurdles Men","Moscow","1980","B","Gary OAKES","GBR","49.11"
"562","M","400M Hurdles Men","Munich","1972","G","John AKII-BUA","UGA","47.82"
"563","M","400M Hurdles Men","Munich","1972","S","Ralph MANN","USA","48.51"
"564","M","400M Hurdles Men","Munich","1972","B","David HEMERY","GBR","48.52"
"565","M","400M Hurdles Men","Tokyo","1964","G","Warren (Rex) Jay CAWLEY","USA","49.6"
